,sentence,sentiment,tokens,sentiment_code
118,"#VIDEO ¡LEALES SIEMPRE, TRAIDORES NUNCA! 

Seguiremos firmes y fieles a tu legado Comandante Chávez 🇻🇪♥ ¡Venezuela solo tiene un destino, construir su felicidad! 

@NicolasMaduro 
@dcabellor https://t.co/fepEnbhJvl",Positiva,video leal traidor seguir firme fiel legado comandante chavez venezuelo destino construir felicidad nicolasmaduro dcabellor,1
119,"Me da miedo que cuando me decido a hacer una playlist para llorar, al parecer yo busco la depresión absoluta.... dios lezz  del pasado ¿puedes relajarte un buen?",Neutra,miedo decido playlist llorar parecer buscar depresion absoluto dios lezzdel poder relajar tu,0
120,fo q bronca q de la nada me ponga triste,Negativa,bronca poner triste,-1
121,"Tenía la creencia de que si no te metías con nadie, nadie se metía contigo. Pero no es así, porque hay gente a la que le molesta tu felicidad, tu físico, tu esencia, tus gustos, qué haces y que dejas de hacer.",Negativa,creencia metias meter gente molesto felicidad fisico esencia gusto dejar,-1
122,@paterjm triste es que una persona esté sufriendo en una camilla sin poder hacer nada por ella misma o por su vida solo por el hecho de que sus familiares o personas más cercanas son egoístas y no quieren dejarla ir :/,Negativa,paterjm triste persona sufrir camilla vida familiar persona cercano egoista querer dejar el,-1
123,@NicolasMaduro Precidente le cuento que el billete de 20000 no lo quieren aceptar en los mercado triste noticia el pueblo se molesta con los comerciantes,Negativa,nicolasmaduro precidente cuento billete querer aceptar mercado triste noticia pueblo molestar comerciante,-1
124,@dakolics triste,Negativa,dakolics triste,-1
125,"Cuantas veces Maia habrá ido a pedir una hamburguesa y como a muchos chicos los sacaron a patadas no ? 
Triste muy triste todo .. https://t.co/i7MBDcsBkt",Negativa,maia ido pedir hamburguesa chico sacar patada triste triste,-1
126,"El Parlamento Europeo levanta la inmunidad de Puigdemont y otros fugados. 

Empezamos esta batalla en los tribunales y perseveramos.

Agradezco a todos los eurodiputados que han votado a favor de la soberanía judicial de España.

Inmunidad no es impunidad. https://t.co/eemQBUix3S",Neutra,parlamento europeo levantar inmunidad puigdemont fugado empezamos batalla tribunal perseverar agradecer eurodiputado votado favor soberania judicial españo inmunidad impunidad,0
127,"Das risa malcriadin, o sea tenemos periodismo parcializado a gusto de los dueños de cada medio y aceptas la manipulación de sus noticias, pero recién lo notas ahora que te bajaron a la fábrica de fakes Willax y antes ni te fastidiaba y colaborabas con esa desinformación. https://t.co/afloryVCxN",Negativa,dar risa malcriadin periodismo parcializado gusto dueño acepta manipulacion noticia recien nota bajar fabrica fakes willax fastidiar colaboraba desinformacion,-1
128,¿Cuándo va a entender Efraín Alegre que a el TAMPOCO lo queremos?,Negativa,entender efrain alegre,-1
129,"@pulpo_regalado yuju yuju, muchisimas felicidades en esta vuelta al sol, que sea un año de muchas bendiciones y felicidad en tu vida,  te mando un fuerte abrazo, y recuerda disfrutar de todo lo que te guste sin limitación, sin el que dirán, libre y feliz, FELİZ CUMPLEAÑOS 🥳🥳 https://t.co/hpk5YzDKrK",Positiva,pulporegalado yuju yuju muchisimos felicidad vuelta sol año bendicion felicidad vida mando fuerte abrazo recordar disfrutar guste limitacion decir libre feliz feli cumpleaños,1
130,"Tengo 28 años. Llevo meses que no estoy bien, no soy la misma persona alegre y divertida que conocemos. Convivo con ataques de ansiedad, llantos casi diarios y una sensación de tristeza y cansancio tremenda. Cuando empecé se lo comenté a mi médico y me recetó lexatin y diazepam.",Negativa,año llevar mes persona alegre divertido conocer convivo ataque ansiedad llanto diario sensacion tristeza cansancio tremendo empezar comentar medico recetar lexatin  diazepam,-1
131,"que triste estoy, ayer desinstale minecraft 😢",Negativa,triste desinstalar minecraft,-1
132,Lo triste que es tener transtorno de ansiedad y ser altamente funcional 🤣😭,Negativa,triste transtorno ansiedad altamente funcional,-1
133,"@ElDiestro_ Odiar, odiar, siempre odiar...
Se lo han inculcado en la educación?
Qué triste!
Qué mal se tienen que sentir.",Negativa,eldiestro odiar odiar odiar inculcar educacion triste sentir,-1
134,"Se puede vivir de shakes, jugos, suplementos y complementos? Tal vez si, pero sería una vida triste. Los alimentos no son unicamente NUTRIMENTOS, son EXPERIENCIAS de vida! Vivamos la  experiencia placentera de embarrarse con un mango, morder un taco y oir el crujir de una manzana",Positiva,vivir shakes jugo suplemento complemento vida triste alimento unicamente nutrimento experiencia vida vivir laexperiencia placentero embarrar el mango morder taco oir crujir manzana,1
135,"¡Compadres!   esos Bancos y esas colas para echar combustible nos van terminar echando una vaina, sobre todo los Bancos con ese gentío encerrado, muchas vece sin aire, ademas de la ""necesidad"" de la gente q se ve obligada, hay autoridades con mucha responsabilidad con lo q suceda",Neutra,compadre banco cola echar combustible terminar echar vaina banco gentio encerrado vece aire necesidad gente obligado autoridad responsabilidad suceder,0
136,"@IvanCepedaCast Dr cepeda personas como usted son las que necesitamos para poder salir adelante, que triste es ver qué aún hay personas que creen que el Uribismo es la solución, siga así siendo una piedra en el zapato, no está solo",Positiva,ivancepedacast cepeda persona necesitar salir triste persona creer uribismo solucion seguir piedra zapato,1
137,"Siempre tan alegre, pequeña, tan infantil, tan optimista, tan good vibes, tan tierna, lesbiana, loca, zorra, infantil, loca, soft, loca, pequeña,loca etc. Así te amo, nunca cambies. ♥︎",Positiva,alegre pequeño infantil optimista good vibes tierno lesbiano loca zorra infantil loca soft loca pequeño loca etc amar cambies,1
138,"Tendemos a pensar que hay emociones buenas y emociones malas, pero lo cierto es que todas las emociones son necesarias. La tristeza es una emoción básica, junto con la alegría, el enfado, la sorpresa y el miedo. Por eso es tan importante que nos permitamos sentir todas ellas.",Positiva,tender pensar emocion emocion mala emocion necesario tristeza emocion basico alegria enfado sorpresar miedo importante permitar sentir,1
139,"@ArrobaIvi todo mal viste, triste todo😭😭😭",Negativa,arrobaivi vestir triste,-1
140,"El que no tiene voluntad de cambiar no cambia nunca, es triste pero es así. Dejemos de buscar la felicidad en el mismo lugar donde la perdimos",Positiva,voluntad cambiar cambiar triste dejar buscar felicidad perder,1
141,"estoy demasiado triste, pero ya ni me sale llorar, necesito un abrazo",Negativa,triste salir llorar necesitar abrazo,-1
142,"Pablo Iglesias exige al PSOE que incluya la regulación de los alquileres en la ley de vivienda: ""Lo que se firma, se cumple"" https://t.co/Y3cDVLjc4U",Neutra,pablo iglesia exigir psoe incluir regulacion alquiler ley viviendo firma cumplir,0
143,@ttaeuzumaki Por hacerme llorar con el video de hyunjin,Negativa,ttaeuzumaki hacer yo llorar video hyunjin,-1
144,"Qué felicidad que hayan encontrado a Maia con vida, es aunque sea UNA noticia buena entre tantas de mierda. Ahora bien, que quede bien en claro que la encontraron LOS VECINOS, no la encontró el payaso de Berni por más de que haya el show que hace. No se coman el verso.",Negativa,felicidad encontrado maia vida noticiar tanto mierda quedar encontrar vecino encontrar payaso berni show comar verso,-1
145,¿Cuándo va a entender Efraín Alegre que a el TAMPOCO lo queremos?,Negativa,entender efrain alegre,-1
146,Fantastica alegre coqueta con la cámara que la adora 👌💙💙💙#TubaBüyüküstün https://t.co/I6GnXVyXHz,Positiva,fantastico alegre coqueto camara adoro tubabüyüküstün,1
147,Evadir impuestos en España debería ser deporte nacional. https://t.co/vGKL62Wbqh,Neutra,evadir impuesto españo deber deporte nacional,0
148,@Fulanita_DeTaal Leí alegría y pensé Mari alegre? Así que volví a leer y entendí bien,Neutra,fulanitadetaal leer alegria pensar mari alegre volver leer entender,0
149,@peru21noticias Lo que @virgilio_acuna no sabe es que con lo racista que es #LopezAliaga lo va a utilizar y después le va a tirar una patada donde ya sabe. QUÉ ILUSO! o qué cree que le van a dar un MINISTERIO?                             PAPANATAS que se alegre si lo contratan como porta pliegos,Negativa,perunoticios virgilioacuna racista lopezaliago utilizar tirar patada iluso creer ministerio papanata alegre contratir portar pliego,-1
150,"@trecepy Che qué tal la presunción de inocencia y del deber de comunicar responsablemente? se esfuman por orden de arriba? Tremenda demanda se pueden ganar, BASTA DE PERSECUCIÓN POLÍTICA A ESTUDIANTES https://t.co/XXvHHkKngU",Negativa,trecepy che presuncion inocencia deber comunicar responsablemente esfumar orden tremendo demanda ganar basto persecucion politico estudiant,-1
151,Llorar no estaba en mis planes hoy,Negativa,llorar plan,-1
152,"Por alguna razón, estoy bien triste por lo de Horacio): llorando con las canciones y todo",Negativa,razon triste horacio llorar cancion,-1
153,"@Regoteos Entiendo el enfado, yo también estoy enfadado con muchas de las cosas que se hacen y cómo se hacen... pero creo que, simplemente, no había datos suficientes datos sobre la mesa hasta esta tarde...

un abrazo apretao :***",Negativa,regoteo entender enfado enfadado simplemente dato suficiente dato mesar abrazo apretao,-1
154,Estoy triste quiero tatuarme,Neutra,triste querer tatuar yo,0
155,@MartinSantosR Lo que debemos es recoger firmas para disminuir el número de congresistas al menos a la mitad. Disminuir la cantidad de ops que muchos son parásitos que no hacen nada y cobran mucho. Y votar por gente nueva y buena en política NO por los hijos de o familia de o amigo de,Neutra,martinsantosr deber recoger firma disminuir numero congresista mitad disminuir cantidad ops parasito cobrar votar gente politico hijo familia amigo,0
156,"@AguadoSayalero ¡Cuánto hay que cambiar en España!
#VoxEsImparable",Negativa,aguadosayalero cambiar españa voxesimparable,-1
157,estoy triste https://t.co/F4jse29a4g,Negativa,triste,-1
158,"No me enojé, me puse triste",Negativa,enoje poner triste,-1
159,"""La felicidad, para mí consiste en gozar de buena salud, en dormir sin miedo y despertar sin angustia"". 
Françoise Sagan
#Fuedicho https://t.co/SblMbGVp3O",Positiva,felicidad consistir gozar salud dormir miedo despertar angustia françoise sagan fuedicho,1
160,"@horns_moon forma, aunque tampoco lo había negado completamente. 

Después, el enfado cubrió todos sus sentidos. Sintió que él no podía ser culpado, que había sido un simple juego en manos de alguien que sabía perfectamente lo que hacía. La rabia cubrió el recuerdo del hombre pelirrojo, le +",Neutra,hornsmoon forma negado completamente enfado cubrir sentir poder culpar simple juego mano alguien saber perfectamente hacer rabia cubrir recuerdo hombre pelirrojo,0
161,"@thehermesprank Cosas como enojarme y romper cosas. La última vez le rompí una silla en la espalda a Sherman. Por suerte no se enfadó conmigo. Esa fue la mejor de todas, sin lugar a dudas.",Negativa,thehermesprank enojar yo romper rompi silla espaldo sherman suerte enfadar duda,-1
162,"dios que risa que los papas/familiares llamen a las canciones EN ESPAÑOL por ejemplo es bohemian rhapsody pero le dicen ""rapsodia bojemia"" 😭😭😭😭",Neutra,dios risa papas familiar llamar cancion español bohemian rhapsody rapsodio bojemia,0
163,"Pasarla bien, un rato, una noche, sin depender emocionalmente de nadie, sin joder la vida a nadie, ser directos y claros. Es tan fácil y ustedes se complican tanto",Positiva,pasar el rato noche depender emocionalmente joder vida directo claro facil complicar,1
164,YO SOY EL MUCHACHO ALEGRE🎶🎤🍻 https://t.co/VEXSaGuWJn,Positiva,muchacho alegre,1
165,"Las acciones para fortalecer la implementación de la #Agenda2030, los #ODS y la década de acción son, y serán cada vez más, nuestros fundamentos para construir un futuro mejor y un futuro colectivo con una región unida: @aliciabarcena en ceremonia de clausura del #ForoALC2030. https://t.co/e81z3sMRdp",Negativa,accion fortalecer implementacion agenda ods decado accion fundamento construir futuro futuro colectivo region unido aliciabarcen ceremonia clausura foroalc,-1
166,"ajajajjajajajajajajajajajaja que chistoso el meme. Bueno por lo menos con 11 casos de Covid la U se presento a jugar igual, mientras que otros aca por uno, abandonaron un partido contra Antofagasta #EsoNoMasTeDigo... https://t.co/q1WKHTTSAu",Neutra,ajajajjajajajajajajajajajaja chistoso meme caso covid presentar jugar aca abandonar partido antofagasta esonomastedigo,0
167,"Chat: *llorando*

Aur0n: ... No lloreis, no lloreis, es que sois unos dramas, de verdad... *canta* no me llores más, preciosa mía~ 

Chat inmediatamente: auronDancing, auronDancing

Aur0n: ¿os ha gustao? *sonrie*

Nos vio llorar y nos cantó, NO SOY FUERTE.",Negativa,chat llorar aurn lloreis lloreis drama cantar llor precioso chat inmediatamente aurondancing aurondancing aurn gustao sonrie ver llorar cantar fuerte,-1
168,los logros de mis amigos -&gt; mi felicidad,Positiva,logro amigo felicidad,1
169,"¿Qué sucederá en un futuro sin cookies? Claves para adaptarse al nuevo entorno forzado por Google
https://t.co/LLAO6kTALZ",Neutra,suceder futuro cookies clave adaptar el entorno forzado google,0
170,"@CesarAcunaP @ppc_peru Que triste noticia ingeniero, que Dios lo tenga en su gloria y les de las fuerzas a sus familiares, mi mas sentido pesame.",Negativa,cesaracunap ppcperu triste noticia ingeniero dios gloria fuerza familiar pesamir,-1
171,ups! La película favorita de Jesús el de la isla de las tentaciones https://t.co/UYgzXlKmGg,Negativa,ups pelicula favorito jesus isla tentacion,-1
172,"PERDER EL APETITO POR ESTAR TRISTE ES EL PEOR SENTIMIENTO DE TODOS, TENGO PRUEBAS Y CERO DUDAS",Negativa,perder apetito triste sentimiento prueba cero duda,-1
173,"El Cocker Spaniel americano es un raza afable, confiable y alegre, es un perro inteligente al que le gusta estar ocupado, le encanta jugar y pasar el rato con su familia.
Timbre: Cocker Spaniel americano, país: Bielorrusia, año: 2017. https://t.co/NPB0qQQA2o",Positiva,cocker spaniel americano raza afable confiable alegre perro inteligente gustar ocupado encantar jugar pasar rato familia timbre cocker spaniel americano pais bielorrusia año,1
174,"@AIREdeTURISMO @hosteltur Y APROVECHANDO LA PANDEMIA Aeroméxico ROBA A ADULTOS MAYORES.
Compré vuelos en oct. y volar en abril.
PEDI OPCIONES X RESTRICCIONES a EUA.
OCTUBRE, COBRARON 24,417.00.
CANCELARON UNILATERALMENTE EN ENERO.
AHORROS ANUALES DE MAYORES.
No devolvieron ni LA TUA.
Puse queja en PROFECO",Negativa,airedeturismo hosteltur aprovechar pandemia aeromexico robar adulto mayor comprar vuelo oct volar abril pedi opcion restriccion eua octubre cobrar cancelar unilateralmente enero ahorro anual mayor devolver tua poner queja profeco,-1
