,sentence,sentiment
173,"El Cocker Spaniel americano es un raza afable, confiable y alegre, es un perro inteligente al que le gusta estar ocupado, le encanta jugar y pasar el rato con su familia.
Timbre: Cocker Spaniel americano, país: Bielorrusia, año: 2017. https://t.co/NPB0qQQA2o",Positiva
174,"@AIREdeTURISMO @hosteltur Y APROVECHANDO LA PANDEMIA Aeroméxico ROBA A ADULTOS MAYORES.
Compré vuelos en oct. y volar en abril.
PEDI OPCIONES X RESTRICCIONES a EUA.
OCTUBRE, COBRARON 24,417.00.
CANCELARON UNILATERALMENTE EN ENERO.
AHORROS ANUALES DE MAYORES.
No devolvieron ni LA TUA.
Puse queja en PROFECO",Negativa
175,"El Cocker Spaniel americano es un raza afable, confiable y alegre, es un perro inteligente al que le gusta estar ocupado, le encanta jugar y pasar el rato con su familia.
Timbre: Cocker Spaniel americano, país: Bielorrusia, año: 2017. https://t.co/NPB0qQQA2o",Positiva
176,Cuando Efraín Alegre sale a hablar cada vez que pasa algo https://t.co/pkAKfgysNF,Negativa
177,"Los gimnasios no deberían estar cerrados?. Digo, no son un foco altamente contagioso/peligroso de Covid?. No creo que sean de primera necesidad como para mantenerlos abiertos en estos tiempo. Como esparcimiento o recreación están los lugares abiertos, ""parques, caminerias"". Ojo",Negativa
178,"El más grave delito cometido por peña Nieto por el que debería ser juzgado como traición a la patria es haber pactado y dejarnos este engendro, esta aberración de López y su 4t",Negativa
179,"El Cocker Spaniel americano es un raza afable, confiable y alegre, es un perro inteligente al que le gusta estar ocupado, le encanta jugar y pasar el rato con su familia.
Timbre: Cocker Spaniel americano, país: Bielorrusia, año: 2017. https://t.co/NPB0qQQA2o",Neutra
180,"Mi terapeuta: eres responsable de tu propia felicidad

Yo: https://t.co/RLWDyvd90G",Positiva
181,A esta expresión se le llama felicidad🌹 https://t.co/xr24poNOPU,Positiva
182,"@Aleinad_Jeon Ver el lado positivo, tener confianza y reír más por Jin 🌺😁 https://t.co/aSMWsL1bij",Positiva
183,"🎥| “Bien me voy, te amo mucho.” - Louis con fans el año pasado 🥺💕

©️atticusstyles

 https://t.co/4qxuKzEEu1",Neutra
184,los logros de mis amigos -&gt; mi felicidad,Neutra
185,"Me admiro, porque yo jamás sería capaz de hacerle a los demás lo triste que me han hecho a mi.",Positiva
186,"Destrozar, amenazar, agredir. La receta de los que quieren sacar a la derecha del gobierno de Madrid.

Alerta roja en la Policía: los antisistema activan su plan para reventar Madrid.
#porespaña 
https://t.co/MUqIuvmSuP a través de @ESdiario_com",Negativa
187,súper green flag: q apoye tus logros y se alegre mucho por lo bueno q te pasa 😚🤌🏾,Positiva
188,"Cuando estoy triste, solo pienso en lo gran amigo que es Nano y se me pasa",Positiva
189,"Cuantas veces Maia habrá ido a pedir una hamburguesa y como a muchos chicos los sacaron a patadas no ? 
Triste muy triste todo .. https://t.co/i7MBDcsBkt",Negativa
190,Niall activo en ig = felicidad,Neutra
191,"No me enojé, me puse triste",Negativa
192,"Qué necesario es rodearse de gente que te escuche, que te haga sentir importante, que te apoye incondicionalmente, que te ayude a crecer como persona, que se alegre por tus éxitos y, sobre todo, que te quiera bien.",Positiva
193,"Tengo 28 años. Llevo meses que no estoy bien, no soy la misma persona alegre y divertida que conocemos. Convivo con ataques de ansiedad, llantos casi diarios y una sensación de tristeza y cansancio tremenda. Cuando empecé se lo comenté a mi médico y me recetó lexatin y diazepam.",Positiva
194,Me puse a llorar por qué no puedo cortar una calabaza? Si.,Neutra
195,"Me da mucha bronca, porque desde que llegaron al barrio, no hace mucho tiempo, me la he pasado ayudándolos y haciéndoles favores, hasta le he ayudado a la señora a entrar todos los cajones cuando él no está y tiene que cerrar... no me entra en la cabeza...",Negativa
196,Oigan quiero viajar con Alberto aunque sea un fin :(,Neutra
197,@tomaschavez442 @gustavoliistro Jaja no vale llorar,Neutra
198,Anticapitalistas rentistas.  https://t.co/9L1oYuqwPU,Neutra
199,@david_frank7 Qué le da risa???😩,Neutra
200,"José Altuve es el único jugador en la historia de la MLB en jugar el juego de estrellas en ambas ligas con el mismo equipo.

Vía @BaseballQuotes1
https://t.co/I1gOGIv7l5",Positiva
201,ESR se acaba de volar la barbilla 💀,Neutra
202,"Oigan arriesguense, avientense, hagan todo eso que parece difícil pero si existe la posibilidad de traer un resultado positivo, HAGANLOOO, más vale arriesgarse que nunca saber lo que hubiera pasado 🙃",Neutra
203,"#18Mar La #GNB .@GNBLaGuaira realizaron la aprehensión de 1 Cddna solicitada por el delito de estafa #GNBLaGuaira #FANB #DaleUnParaoALaCovid19 
#GNByPuebloEnBatalla 
.@NicolasMaduro 
.@cmdtegralgnb
.@GNBGDjuvenal
.@LopezvargasR
.@GNBLaGuaira  https://t.co/AnBspMUCVh",Neutra
204,Del abismo aprendí que no se necesitan alas para volar.,Negativa
205,La neta sí me dolió pero estar triste no es de bellacos.,Negativa
206,"imagina ver una película con este flaco bai
https://t.co/atJBYC4IoQ",Positiva
207,"Organizaciones mafiosas.                                              ITALIA =La Camorra
EEUU =La Mafia
JAPÓN =La Yakuza
RUSIA =La Bratva
ESPAÑA =Partido Popular",Positiva
208,@LuckyOlmeda Siempre hermosa y alegre como me gusta,Positiva
209,"q triste, m levanté osea q sigo viva 👎🏻",Positiva
210,"🔊🔊Una petición  a gritos!!!
Darias anuncia el empaquetado neutro en un plan integral frente al tabaquismo
https://t.co/DmBgyI7lrf",Neutra
211,"Venezuela era un paraíso y Caracas era la sucursal del cielo en la tierra.

Por eso, no entiendo cómo dejamos que nos quitaran ese país alegre y de oportunidades que solíamos ser.",Negativa
212,"Que felicidad despertarme con la noticia de que Maia Apareció VIVA☺👏🏽 
Que tengan un buen juevees!!",Negativa
213,"╰☆╮Un Nuevo Dia,Es Una Nueva Melodia Con La que Jugar.
Un Nuevo Dia,Es Una Nueva Poesia Para Disfrutar.╰☆╮",Positiva
214,Es tan triste tenerle amor a las cosas y las cosas no saben que uno existe !! 🤷🏻‍♀️,Neutra
215,"Uns de,los medicamentos contra Covid-19, cuyo uso se está masificado es la  Ivermectina 2 cada 15 días. ¡ No creo en brujas, pero las estoy viendo volar !",Negativa
216,"@ruthtp3 @carolusrex92 @SanzDosil La revolución del 1934 ( no levantamiento) fue una  revuelta obrera, no política ni miliar por mucho que fuera violenta .
Lo del amaño y el pucherazo es la versión de los perdedores en las elecciones",Neutra
217,A veces la música “triste” sana más que la “alegre”,Neutra
218,"@KevanKenney @dimash_official REQUEST @dimash_official @MTV #FridayLivestream las serpientes se arrastran las águilas vuelan, el criticar negativo no va de la mano con superar retos, hay una gran diferencia, aprendamos a volar en vez de juzgar. https://t.co/Zzkek4bWN9",Positiva
219,"ㅤ

             Soñé que al fin
       volvíamos a abrazarnos.
        Nunca un despertar me
            pareció tan triste. 

ㅤㅤ",Negativa
220,"La castidad me ayudó a darme cuenta de la gran valía que Dios me dio. Antes vivía distinto, no me valoraba y me mantenía en situaciones donde era todo menos amor.
Ahora soy libre y alegre porque el Señor me ha enseñado.",Positiva
221,"""Te ves triste hoy"" estoy triste todos los días simplemente no tuve la energía para ocultarlo hoy",Negativa
222,"Desde que reapareció el CEPO que el BCRA persigue a todo privado si hace esta misma maniobra que hoy es política de Estado: vivir a rulo

Para el BCRA no hay parking, ni cupo, ni le suspenden la cuenta bancaria o comitente

Si lo haces vos, es delito. Si lo hace el BCRA es patria",Negativa
223,"Hace días estaba un poco triste porque tengo a mi hermana kilómetros lejos pero luego me di cuenta lo feliz que esta con su esposo, trabajando, estudiando y eso me llena el corazón de orgullo❤️",Positiva
224,"ㅤ

             Soñé que al fin
       volvíamos a abrazarnos.
        Nunca un despertar me
            pareció tan triste. 

ㅤㅤ",Negativa
225,llorar hasta el punto en el que no pueda ver nada 😍😍😍😍😍💕💕💕💕💕💕,Negativa
226,"Los seguidores de una ‘influencer’ japonesa, famosa por viajar en moto por todo el país, quedaron sorprendidos al descubrir que en realidad es un hombre de 50 años. Esta es la historia ➡️ https://t.co/1j9qOlvhbg https://t.co/LTQlyxQCsw",Neutra
227,"¿Amigas fregonas que me traen pan cuando estoy triste? 

Amigas fregonas que me traen pan cuando estoy triste. ♥️ https://t.co/3hMp4vfYpF",Positiva
228,"ÚLTIMA HORA | Sanidad registra 6.216 casos de coronavirus, 117 muertes y la incidencia sube a 128,17
https://t.co/KTiLuhQrJ9",Negativa
229,"""Querer a las personas como se quiere a un gato, con su carácter y su independencia, sin intentar domarlo, sin intentar cambiarlo, dejarlo que se acerque cuando quiera, siendo feliz con su felicidad.""

—Julio Cortázar.",Positiva
230,"Escucho One life y me pongo a llorar de una

#JusticeTONIGHT",Neutra
231,"Escucho One life y me pongo a llorar de una

#JusticeTONIGHT",Negativa
232,Acompañadme en esta triste historia... 1/3 https://t.co/big6M0KKIB,Negativa
233,"@Pki_Macias Era deigado, feo on los ojos salto/nes. También. era irónico con un humor singular. En  el teatro se movía como pez en el agua y era un g-an actor a veces serio y dramático y otras alegre y jovial. Ha muerto con65 años. Descanse en paz.",Negativa
234,"Esta intervención de @_MireiaBorras ha pasado demasiado desapercibida para la paliza dialéctica que significa:

«tienen ustedes menos horas cotizadas que el asistente de Echenique»

«Les aseguro que es más fácil hacer ese informe que uno sobre el impacto de género de las farolas» https://t.co/XmgxTqxOkd",Negativa
235,"Pablo Casado dijo en el Parlamento que el PP no tenía nada que ver con VOX. Era mentira, como casi todo lo que dice, y prueba de ello es darle a VOX en Murcia la Consejería de Educación y Cultura.
Con ésto se podría hacer una película titulada:""El Señor de las Mentiras"".",Positiva
236,El cielo esta triste,Negativa
237,"https://t.co/3yiJ6vlfv7 
El articulo 123 del Código Penal Federal considera y sanciona como delito la Traición a la Patria aquí entran muchos personajes sobre todo expresidentes... #PorUnMexicoSoberano https://t.co/QXrWXDjuFf",Negativa
238,"Qué triste que un país normalice ésto. Cuántas mejoras se podrían hacer con el dinero robado y destinado a investigar la corrupción? 🤔 Cuántos médicos, profesores, cuidadores para dependientes, subvenciones para que las empresas creen empleos?
#lacorrupcionnosdañaatodos https://t.co/x4SyMWLYXM",Negativa
239,A Maia la van a interrogar y hacer peritajes ginecológicos. A la madre la llevaron a volar en helicóptero y seguro le dan una casa para que se drogue adentro mientras la nena deambule por ahí. https://t.co/XePD63gLXj,Negativa
240,"ℹ️ Informamos que los hisopados a la delegación,  dieron como positivo Covid-19 a Paulo Lima e Ignacio Gallardo (funcionario).

👍🏼 A su vez Ignacio de Arruabarrena fue dado de alta médica. https://t.co/P8ngGtymuv",Positiva
241,"ㅤ

             Soñé que al fin
       volvíamos a abrazarnos.
        Nunca un despertar me
            pareció tan triste. 

ㅤㅤ",Negativa
242,Esta semana me han pasado cosas bien bonitas. Estoy feliz y agradecida.,Positiva
243,"Vayan al monumental a jugar con plantel contagiado. En una de esas ganan. 
MALOS CULIAOS 🤣🤣🤣🤣🤣🤣 https://t.co/nAi042MSWi",Negativa
244,"PERDER EL APETITO POR ESTAR TRISTE ES EL PEOR SENTIMIENTO DE TODOS, TENGO PRUEBAS Y CERO DUDAS",Negativa
245,A veces me pongo triste por los jóvenes que no están pudiendo disfrutar al 100% la vida por la pandemia y después me doy cuenta que yo soy los jóvenes.,Negativa
246,"➡️Evolución del número test realizados:

- Test realizados por cada positivo detectado.
- Evolución del número de test realizados por cada 100.000 habitantes https://t.co/8kRgQTEGSx",Positiva
247,los que somos de risa fácil somos también de lágrima fácil,Positiva
248,"@BR4Y3NF4U Si saber que ha pasado, pero confirmo, GTA me jodiste la vida 😪",Negativa
249,Querer desear a alguien que no te desee o que te quiera es triste,Negativa
250,La única razón por la que no me mato es porque mi mami estaría triste,Negativa
251,"ㅤ

             Soñé que al fin
       volvíamos a abrazarnos.
        Nunca un despertar me
            pareció tan triste. 

ㅤㅤ",Negativa
252,Ustedes me ven muy alegre pero ya tengo la varita lista para amenazar a los que se acerquen a mi hermana.,Negativa
253,"Hoy el Perú está de luto. Un gran ser humano ha partido al encuentro con Jesús. Luis Bedoya Reyes, un hombre decente que, con su gran ejemplo de vida, hizo docencia de cómo debe hacerse política limpia en nuestro país. https://t.co/B8kJHjnBSQ",Negativa
254,"Persecución nivel Stronismo a los manifestantes. Hay que decirlo. Es Stronismo.
Y algunos medios están siendo cómplices.",Negativa
255,"¡Uy no! En este país pisotean la democracia. Que dizque dos años más de Duque en el poder, y decían que Petro iba a alagar el periodo presidencial. 🤡

El Uribismo, lo peor que le ha pasado al país. Lo vamos a derrotar en las urnas de 2022.",Negativa
256,¿Cuándo va a entender Efraín Alegre que a el TAMPOCO lo queremos?,Negativa
257,"@BonelliOK Jodansé, señores prebendarios. A llorar al campito.",Negativa
258,"Las encuestas de esta semana dejaban a Podemos rozando el 5% de votos, que es un precipicio: en Madrid es la diferencia entre optar a escaños o caer por debajo del umbral mínimo y que tus votos se pierdan por completo https://t.co/4Dh2aqRxLQ",Positiva
259,"Pienso en lo que me ah pasado estos meses y siento que en vez de retroceder del todo tomo valor para seguir adelante pensé que estaría solo de nuevo pero al final termine volviendo hablar con personas eso es bueno 
Los girasoles igual crecen de noche",Positiva
260,"Que PAJA ponerte mal de la nada, porque vos decís ""estoy triste y no sé por qué"" y si sabés, pero son tantas cosas acumuladas que no sabes cómo expresarlas y eso te pone peor, hasta lo más mínimo que te hagan te dan ganas de llorar",Negativa
261,"🔴#ÚLTIMAHORA

🕛 A partir del domingo a las 00.00 Gran Canaria, Tenerife y Fuerteventura pasan a nivel 3.

🟢 Nivel 1: La Palma, La Gomera, El Hierro
🟡 Nivel 2: Lanzarote 
🔴Nivel 3: Gran Canaria, Tenerife y Fuerteventura

⚠️Sólo se podrá viajar entre islas con un test negativo",Negativa
262,"@SaraCatalina31 viejo, eso ya no es divertido, eso es triste",Neutra
263,"MI @AlmiranteSrio / @lopezobrador_ 
Sabe lo que significa NO tener recursos para apoyar a su madre y operarla por el medio PRIVADO por la falta de OPORTUNIDADES de vida que le dieron en un HOSPITAL OFICIAL?. !Es nuestra madre¡. Entiende eso.",Negativa
264,2 horas mas de trabajo y a volar,Positiva
265,"🧵Hilo de intervenciones de Pandalone en Corazón Blanquinegro (17/03):

🗣️''Estoy muy dolido. Quiero agradecer a la afición por cómo ha respondido el domingo y por la ovación en la tribuna. Hay que entender su enfado por perder un partido de esta manera.''",Negativa
266,"Que triste es que tenga que desaparecer una nena que esta en situacion de calle para que ustedes saquen los ojos de sus ombligos y empaticen con algo. Hoy les duele Maia y mañana putean a la Asignacion Universal por Hijx, el IFE. Esa empatía selectiva que tienen",Positiva
